filename,class_name,context_name,caption
2370359.jpg,dog,grass,a dog standing in the grass with a frisbee in its mouth
2408498.jpg,dog,grass,a black dog laying in the grass with a cell phone
2405432.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2357556.jpg,dog,grass,a woman riding a horse in a field with a dog
2344526.jpg,dog,grass,a small white dog walking down a street
2321145.jpg,dog,grass,a dog with a frisbee in its mouth
2406866.jpg,dog,grass,a yellow fire hydrant next to a parking lot
2324950.jpg,dog,grass,a dog catching a frisbee in a park
2345110.jpg,dog,grass,a sheep standing on a lush green hillside
2393070.jpg,dog,grass,a dog laying in the grass with a frisbee
2336716.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2357995.jpg,dog,grass,a train on a track near a bridge
2326569.jpg,dog,grass,a white dog standing on the side of a road next to a car
2363247.jpg,dog,grass,a brown horse eating grass next to a fence
2395470.jpg,dog,grass,a black and white dog with a frisbee in its mouth
2398189.jpg,dog,grass,a herd of cattle on a grassy field
2327325.jpg,dog,grass,a man sitting on a bike with a dog
2375942.jpg,dog,grass,a dog with a frisbee in its mouth
2392690.jpg,dog,grass,a black and white dog is sniffing a hose
2317615.jpg,dog,grass,a man catching a frisbee with a dog
2328890.jpg,dog,grass,a dog eating a sandwich on a plate
2382612.jpg,dog,grass,a herd of sheep standing on top of a lush green field
2351991.jpg,dog,grass,a herd of sheep standing on top of a lush green field
2382489.jpg,dog,grass,a white dog laying in the grass next to a bunch of sheep
2386600.jpg,dog,grass,a dog laying on the grass next to a frisbee
2351872.jpg,dog,grass,a man standing on a park bench next to a group of people
2330479.jpg,dog,grass,a man riding a horse with a dog
2330800.jpg,dog,grass,two dogs are sitting on a park bench
2315716.jpg,dog,grass,a motorcycle is parked on the grass in front of a crowd of people
2368415.jpg,dog,grass,a dog standing on top of a boat in the water
2342285.jpg,dog,grass,a herd of sheep standing on top of a hill
2348342.jpg,dog,grass,a dog jumping up to catch a frisbee
2368196.jpg,dog,grass,a man on a leash carrying a dog on a trail
2333895.jpg,dog,grass,a person petting a sheep with a dog
2384885.jpg,dog,grass,a dog sitting in the driver's seat of a car
2404746.jpg,dog,grass,a dog standing on top of a lush green field
2350150.jpg,dog,grass,a man riding a bike down a road with a dog
2345658.jpg,dog,grass,two dogs standing next to each other on a grassy field
2356804.jpg,dog,grass,a dog wearing a hat and a hat on a field
2382121.jpg,dog,grass,a man and a woman walking a dog on a leash
2388671.jpg,dog,grass,a black and white dog laying on the ground next to a book
2368426.jpg,dog,grass,a woman sitting on a bench in a field
2401877.jpg,dog,grass,a dog that is standing in front of a fence
2388066.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2407990.jpg,dog,grass,a dog with a frisbee in its mouth
2331519.jpg,dog,grass,a dog laying in the grass with a frisbee
2386233.jpg,dog,grass,a man riding a skateboard on top of a dirt road
2323850.jpg,dog,grass,a black and white dog standing in a grassy field
2326904.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2402665.jpg,dog,grass,a dog catching a frisbee in its mouth
2361091.jpg,dog,grass,a man standing on the side of a road next to a street sign
2374649.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2406301.jpg,dog,grass,a person walking down a road with a dog
2340457.jpg,dog,grass,a dog standing on top of a fire hydrant
2351186.jpg,dog,grass,a dog running with a frisbee in its mouth
2367060.jpg,dog,grass,a black dog standing on top of a grass covered field
2327581.jpg,dog,grass,a dog chasing a frisbee in a field
2376444.jpg,dog,grass,a dog catching a frisbee in a park
2329428.jpg,dog,grass,a person riding a bike with a dog
2387864.jpg,dog,grass,a white sheep is grazing in a field
2379263.jpg,dog,grass,a black and white dog standing on a dirt path
2383950.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2372988.jpg,dog,grass,a dog drinking water out of a bottle
2355607.jpg,dog,grass,a dog and a cat playing frisbee in a field
2387430.jpg,dog,grass,a man riding on the back of a brown horse
2391472.jpg,dog,grass,a dog and a sheep in a fenced in area
2348551.jpg,dog,grass,a woman holding a frisbee next to a dog
2403975.jpg,dog,grass,a dog that is standing on top of a body of water
2400922.jpg,dog,grass,a black and white dog looking out a window
2350616.jpg,dog,grass,a dog catching a frisbee in a field
2394065.jpg,dog,grass,a brown and white dog standing next to a frisbee
2402417.jpg,dog,grass,a number of people riding horses down a trail
497973.jpg,dog,grass,a crowd of people standing around a park with a dog
2389092.jpg,dog,grass,a dog in the water with a frisbee in its mouth
2406001.jpg,dog,grass,a dog sitting on the back of a motorcycle
2403537.jpg,dog,grass,a dog standing in the grass with a frisbee
2369860.jpg,dog,grass,a horse pulling a carriage down a street
2317153.jpg,dog,grass,two dogs standing next to each other on a bench
2376453.jpg,dog,grass,two dogs are playing with each other in the yard
2385955.jpg,dog,grass,a dog with a frisbee in its mouth
2382659.jpg,dog,grass,two dogs are playing with each other in the grass
2408633.jpg,dog,grass,a black dog with a frisbee in its mouth
2361100.jpg,dog,grass,a black and white dog standing next to a fence
2322231.jpg,dog,grass,a white truck parked in front of a house
2316038.jpg,dog,grass,a man standing in the middle of a road next to a truck
2411072.jpg,dog,grass,a dog laying in the grass with a frisbee
2412384.jpg,dog,grass,a dog is standing in the water near a boat
2390483.jpg,dog,grass,a dog standing on top of a field with a frisbee
2411743.jpg,dog,grass,a dog laying in the grass with a frisbee in its mouth
2366975.jpg,dog,grass,a dog catching a frisbee in its mouth
2409069.jpg,dog,grass,a brown dog standing on a sidewalk next to a fire hydrant
2416114.jpg,dog,grass,a woman walking with an umbrella in the grass
2382890.jpg,dog,grass,a black and white dog wearing a hat
2399677.jpg,dog,grass,a dog eating a slice of pizza
2392115.jpg,dog,grass,a woman and a dog playing frisbee in a park
2327579.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2318046.jpg,dog,grass,a dog catching a frisbee in its mouth
2328838.jpg,dog,grass,a person riding a horse in a field with a dog
2368563.jpg,dog,grass,a black and white cat and a black and white dog
2385490.jpg,dog,grass,a black dog laying on top of a blanket
2396988.jpg,dog,grass,a man sitting on a bench next to a dog
2371268.jpg,dog,grass,a black dog with a red collar sitting in the grass
2403048.jpg,dog,grass,a man sitting on a bench next to a dog
2367662.jpg,dog,grass,a woman walking her dog down a sidewalk
2340498.jpg,dog,grass,a man standing next to a dog in a yard
2387387.jpg,dog,grass,a brown and white dog walking on a grass covered field
2356036.jpg,dog,grass,a woman walking down a street with a dog
2402904.jpg,dog,grass,a man holding a tennis racquet on top of a tennis court
2371836.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2334422.jpg,dog,grass,a dog with a frisbee in its mouth
2378384.jpg,dog,grass,a dog standing on the side of a road
2394277.jpg,dog,grass,a dog jumping up to catch a frisbee
2318049.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2383045.jpg,dog,grass,a dog that is laying down in the grass
2359181.jpg,dog,grass,a man is looking at birds on a street
2376600.jpg,dog,grass,a dog catching a frisbee in its mouth
2417154.jpg,dog,grass,a dog running with a frisbee in its mouth
2355727.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2322764.jpg,dog,grass,a dog sitting on top of a scooter on the beach
2410303.jpg,dog,grass,a dog sitting in the driver's seat of a car
2383170.jpg,dog,grass,a row of motorcycles parked in a parking lot
2362530.jpg,dog,grass,a woman throwing a frisbee to a dog
2322281.jpg,dog,grass,a man holding a frisbee in his right hand
2339512.jpg,dog,grass,a car driving down a road next to a forest
2395888.jpg,dog,grass,a dog that is standing next to a fire hydrant
2328885.jpg,dog,grass,a black and white dog jumping in the air to catch a frisbee
2340940.jpg,dog,grass,a black and white dog and a black and white cat
2371220.jpg,dog,grass,a herd of sheep standing on top of a lush green field
2399207.jpg,dog,grass,a dog sitting in the driver's seat of a car
2388780.jpg,dog,grass,a man standing in a field with a herd of sheep
2318999.jpg,dog,grass,a young boy sitting on a bench with a dog
2368310.jpg,dog,grass,a dog running in the grass with a frisbee in its mouth
2394117.jpg,dog,grass,a dog and a horse grazing in a field
2357609.jpg,dog,grass,a brown and white horse standing next to a fence
2373751.jpg,dog,grass,a man holding a frisbee in front of a group of people
2388607.jpg,dog,grass,a young child holding an umbrella in the rain
2388428.jpg,dog,grass,a herd of cattle standing in a grassy field
2398018.jpg,dog,grass,people standing around a house
2381952.jpg,dog,grass,a dog standing next to a sheep in a field
2319745.jpg,dog,grass,two bicycles parked next to each other near a body of water
2416340.jpg,dog,grass,a herd of cattle standing on top of a lush green field
2397787.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2343674.jpg,dog,grass,a large elephant standing next to a fence
2315447.jpg,dog,grass,a dog holding a frisbee in its mouth
2406421.jpg,dog,grass,a dog running with a ball in its mouth
2390506.jpg,dog,grass,a person walking down a street with an umbrella
2416861.jpg,dog,grass,a cow standing on top of a lush green field
2325623.jpg,dog,grass,a black dog with a frisbee in its mouth
2397138.jpg,dog,grass,two people on a boat in the water
2323367.jpg,dog,grass,a woman and her dog are in the water
2334355.jpg,dog,grass,a dog in a cage looking at the camera
2395961.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2345384.jpg,dog,grass,a fire hydrant and a dog on a beach
2359172.jpg,dog,grass,a brown and white dog standing next to a red frisbee
2317373.jpg,dog,grass,a black and white dog and some sheep in a field
2356920.jpg,dog,grass,a man and a dog on a boat in the water
2316688.jpg,dog,grass,a woman walking down a path with an umbrella
2317892.jpg,dog,grass,a white dog sitting on a bench in front of a fence
2320708.jpg,dog,grass,a dog with a baseball bat in its mouth
2396246.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2362957.jpg,dog,grass,a black and white dog standing next to a pool of water
2370107.jpg,dog,grass,a white dog standing on a lush green field
2398532.jpg,dog,grass,a herd of horses running along a dirt road
2357632.jpg,dog,grass,a dog in a field with a frisbee
2331238.jpg,dog,grass,a herd of sheep standing on top of a lush green field
2410917.jpg,dog,grass,a small dog playing with a frisbee in a field
2412575.jpg,dog,grass,a statue of a dog sitting on a park bench
2379893.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2344110.jpg,dog,grass,a man sitting on a bench next to a dog
2398506.jpg,dog,grass,a brown and white dog standing next to a white horse
2403836.jpg,dog,grass,a brown and white horse standing next to a fence
2354435.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2383701.jpg,dog,grass,a small dog playing with a soccer ball
2351612.jpg,dog,grass,a dog laying on the grass next to a body of water
2416475.jpg,dog,grass,a black and white photo of a black and white dog
2416836.jpg,dog,grass,a dog catching a frisbee in its mouth
2350986.jpg,dog,grass,a herd of sheep grazing in a grassy field
2345442.jpg,dog,grass,a baseball player swinging a bat at a ball
2354373.jpg,dog,grass,a brown horse running through a grassy field
2365030.jpg,dog,grass,a brown and white dog on a skateboard
2334244.jpg,dog,grass,a large group of people in a park with umbrellas
2396020.jpg,dog,grass,a dog looking out the window of a car
2409092.jpg,dog,grass,a man sitting on a bench with a dog
2411944.jpg,dog,grass,a black and white dog standing next to a fence
2332540.jpg,dog,grass,a person flying a kite in a field
2330686.jpg,dog,grass,a man riding a skateboard with a dog
713331.jpg,dog,grass,a crowd of people flying kites in a field
2359221.jpg,dog,grass,a bus is parked on the side of the road
2324536.jpg,dog,grass,a person on a beach flying a kite
2393301.jpg,dog,grass,a black dog playing with a frisbee in the grass
2400793.jpg,dog,grass,a brown dog standing on top of a lush green field
2370710.jpg,dog,grass,two white dogs sitting on a park bench
2391586.jpg,dog,grass,a white dog laying on top of a stone wall
2400563.jpg,dog,grass,a man in a cowboy hat is leading a herd of cattle
2341856.jpg,dog,grass,a herd of sheep standing on top of a lush green field
2335002.jpg,dog,grass,a black and white dog playing with a frisbee
2363668.jpg,dog,grass,a black dog with a frisbee in its mouth
2407258.jpg,dog,grass,a dog in a yard with a frisbee
2411937.jpg,dog,grass,a dog laying in the grass next to a frisbee
2348065.jpg,dog,grass,a person walking a dog on a leash
2336811.jpg,dog,grass,a dog sitting on the ground next to a bottle of wine
2400303.jpg,dog,grass,a man standing on top of a lush green field with a dog
2339890.jpg,dog,grass,a woman walking down a street with a dog
2385897.jpg,dog,grass,a dog jumping in the air to catch a frisbee
2374913.jpg,dog,grass,a man holding a dog in his right hand
3553.jpg,dog,grass,a brown and white dog sitting on top of a grass covered field
2326814.jpg,dog,grass,a dog and a bird sitting on a brick wall
2327725.jpg,dog,grass,a large black bear laying on top of a log
2358622.jpg,dog,grass,a man standing next to a cow in a field
2417829.jpg,dog,grass,a man riding a skateboard down a street
2360443.jpg,dog,grass,a woman and her dog playing frisbee in a field
2389470.jpg,dog,grass,elephants standing in a grassy area
2363495.jpg,dog,grass,giraffes are standing in a field
2385853.jpg,dog,grass,a dog wearing a hat standing next to a person
2405469.jpg,dog,grass,a brown dog and a black dog standing next to each other
2347373.jpg,dog,grass,a young boy standing in the grass with a kite in his hand
2363267.jpg,dog,grass,a man and a dog sitting on a bench
2393598.jpg,dog,grass,a motorcycle parked on the side of the road
